id;kod;nev
2281;7007;Örményes
2282;7008;Tiszabő
2283;7009;Törökszentmiklós
2284;7010;Túrkeve
2285;7011;Cibakháza
2286;7012;Cserkeszőlő
2287;7013;Csépa
2288;7014;Kengyel
2289;7015;Kétpó
2290;7016;Kunszentmárton
2291;7017;Martfű
2292;7018;Mesterszállás
2293;7019;Mezőhék
2294;7020;Mezőtúr
2295;7021;Nagyrév
2296;7022;Öcsöd
2297;7023;Szelevény
2298;7024;Tiszaföldvár
2299;7025;Tiszainoka
2300;7026;Tiszakürt
2301;7027;Tiszasas
2302;7028;Tiszatenyő
2303;7030;Besenyszög
2304;7031;Jászalsószentgyörgy
2305;7032;Jászboldogháza
2306;7033;Jászladány
2307;7034;Kőtelek
2308;7035;Nagykörű
2309;7036;Rákóczifalva
2310;7037;Rákócziújfalu
2311;7038;Szajol
2312;7039;Szászberek
2313;7040;Szolnok
2314;7041;Tiszajenő
2315;7042;Tiszapüspöki
2316;7043;Tiszasüly
2317;7044;Tiszavárkony
2318;7045;Tószeg
2319;7046;Újszász
2320;7047;Vezseny
2321;7048;Zagyvarékas
2322;7049;Alattyán
2323;7050;Jánoshida
2324;7051;Jászapáti
2325;7052;Jászágó
2326;7053;Jászárokszállás
2327;7054;Jászberény
2328;7055;Jászdózsa
2329;7056;Jászfelsőszentgyörgy
2330;7057;Jászfényszaru
2331;7058;Jászivány
2332;7059;Jászjákóhalma
2333;7060;Jászkisér
2334;7061;Jászszentandrás
2335;7062;Jásztelek
2336;7063;Pusztamonostor
2337;7064;Abádszalók
2338;7065;Nagyiván
2339;7066;Tiszabura
2340;7067;Tiszaderzs
2341;7068;Tiszafüred
2342;7069;Tiszagyenda
2343;7070;Tiszaigar
2344;7071;Tiszaörs
2345;7072;Tiszaroff
2346;7073;Tiszaszentimre
2347;7074;Tiszaszőlős
2348;7075;Tomajmonostora
2349;7076;Berekfürdő
2350;7077;Hunyadfalva
2351;7078;Csataszög
2352;71;Bürüs
2353;72;Csányoszró
2354;73;Dencsháza
2355;74;Drávafok
2356;75;Drávaiványi
2357;7500;Nagymányok
2358;7501;Váralja
2359;7502;Dalmand
2360;7503;Dombóvár
2361;7504;Döbrököz
2362;7505;Értény
2363;7506;Felsőnyék
2364;7507;Fürged
2365;7508;Gyulaj
2366;7509;Iregszemcse
2367;7510;Kocsola
2368;7511;Koppányszántó
2369;7512;Lápafő
2370;7513;Magyarkeszi
2371;7514;Nagykónyi
2372;7515;Nagyszokoly
2373;7516;Nak
2374;7517;Pári
2375;7518;Regöly
2376;7519;Szakály
2377;7520;Szakcs
2378;7521;Tamási
2379;7522;Újireg
2380;7523;Várong
2381;7524;Belecska
2382;7525;Gyönk
2383;7526;Keszőhidegkút
2384;7527;Kisszékely
2385;7528;Miszla
2386;7529;Nagyszékely
2387;7530;Ozora
2388;7531;Pálfa
2389;7532;Pincehely
2390;7533;Sárszentlőrinc
2391;7534;Simontornya
2392;7535;Tolnanémedi
2393;7536;Udvari
2394;7537;Bikács
2395;7538;Bölcske
2396;7539;Dunaföldvár
2397;7541;Dunaszentgyörgy
2398;7542;Gerjen
2399;7543;Györköny
2400;7544;Kajdacs
2401;7545;Kölesd
2402;7546;Madocsa
2403;7547;Medina
2404;7548;Nagydorog
2405;7549;Németkér
2406;7550;Paks
2407;7551;Pusztahencse
2408;7552;Szedres
2409;7553;Tengelic
2410;7554;Aparhant
2411;7555;Bonyhádvarasd
2412;7556;Csibrák
2413;7557;Diósberény
2414;7558;Dúzs
2415;7559;Felsőnána
2416;7560;Györe
2417;7561;Hőgyész
2418;7562;Izmény
2419;7563;Kalaznó
2420;7564;Kéty
2421;7565;Kisdorog
2422;7566;Kismányok
2423;7567;Kistormás
2424;7568;Kisvejke
2425;7569;Kurd
2426;7570;Lengyel
2427;7571;Mucsfa
2428;7572;Mucsi
2429;7573;Murga
2430;7574;Nagyvejke
2431;7575;Szakadát
2432;7576;Szárazd
2433;7578;Tevel
2434;7579;Varsád
2435;7580;Závod
2436;7581;Zomba
2437;7582;Alsónána
2438;7583;Bátaapáti
2439;7584;Bátaszék
2440;7585;Bonyhád
2441;7586;Cikó
2442;7587;Grábóc
2443;7588;Kakasd
2444;7590;Mórágy
2445;7591;Mőcsény
2446;7592;Szálka
2447;7593;Szekszárd
2448;7594;Várdomb
2449;7595;Bogyiszló
2450;7596;Fadd
2451;7597;Fácánkert
2452;7598;Harc
2453;7599;Tolna-Mözs
2454;7600;Őcsény
2455;7601;Sióagárd
2456;7602;Tolna
2457;7603;Alsónyék
2458;7604;Báta
2459;7605;Decs
2460;7606;Sárpilis
2461;7607;Pörböly
2462;77;Drávasztára
2463;78;Endrőc
2464;7880;Attala
2465;7881;Kapospula
2466;7882;Csikóstőttős
2467;7883;Jágónak
2468;7884;Kaposszekcső
2469;79;Felsőszentmárton
2470;80;Gyöngyfa
2471;8000;Bozsok
2472;8001;Cák
2473;8002;Csepreg
2474;8003;Gyöngyösfalu
2475;8004;Horvátzsidány
2476;8005;Kiszsidány
2477;8006;Kőszeg
2478;8007;Kőszegdoroszló
2479;8008;Kőszegpaty
2480;8009;Kőszegszerdahely
2481;8010;Lukácsháza
2482;8011;Nemescsó
2483;8012;Ólmod
2484;8013;Peresznye
2485;8014;Pusztacsó
2486;8015;Tömörd
2487;8016;Velem
2488;8017;Acsád
2489;8018;Balogunyom
2490;8019;Bozzai
2491;8020;Bucsu
2492;8021;Bük
2493;8022;Dozmat
2494;8023;Egyházasrádóc
2495;8024;Felsőcsatár
2496;8025;Gencsapáti
2497;8026;Gór
2498;8027;Horvátlövő
2499;8028;Ják
2500;8029;Kisunyom
2501;8030;Meszlen
2502;8031;Nagykölked
2503;8032;Narda
2504;8033;Nárai
2505;8034;Nemesbőd
2506;8035;Perenye
2507;8036;Pornóapáti
2508;8037;Rádóckölked
2509;8038;Salköveskút
2510;8039;Sé
2511;8040;Sorokpolány
2512;8041;Söpte
2513;8042;Szeleste
2514;8043;Szentpéterfa
2515;8045;Tanakajd
2516;8046;Táplánszentkereszt
2517;8047;Torony
2518;8048;Vasasszonyfa
2519;8049;Vaskeresztes
2520;8050;Vassurány
2521;8051;Vasszilvágy
2522;8054;Bő
2523;8055;Bögöt
2524;8056;Chernelházadamonya
2525;8057;Csánig
2526;8058;Csénye
2527;8060;Hegyfalu
2528;8061;Ikervár
2529;8062;Iklanberény
2530;8063;Jákfa
2531;8064;Kenéz
2532;8065;Lócs
2533;8066;Megyehíd
2534;8067;Mesterháza
2535;8068;Nagygeresd
2536;8069;Nemesládony
2537;8070;Nick
2538;8071;Ölbő
2539;8072;Pecöl
2540;8073;Porpác
2541;8074;Pósfa
2542;8075;Meggyeskovácsi
2543;8076;Rábapaty
2544;8078;Répcelak
2545;8079;Répceszentgyörgy
2546;8080;Sajtoskál
2547;8082;Simaság
2548;8084;Tompaládony
2549;8086;Vasegerszeg
2550;8087;Vámoscsalád
2551;8088;Vát
2552;8089;Vép
2553;8090;Zsédeny
2554;8091;Csönge
2555;8092;Kemenesmagasi
2556;8093;Kemenesmihályfa
2557;8094;Kemenessömjén
2558;8095;Kemenesszentmárton
2559;8096;Kenyeri
2560;8097;Mersevát
2561;8098;Nagysimonyi
2562;8099;Ostffyasszonyfa
2563;81;Gyöngyösmellék
2564;8100;Pápoc
2565;8101;Sitke
2566;8102;Sótony
2567;8103;Szergény
2568;8104;Tokorcs
2569;8105;Vönöck
2570;8106;Bérbaltavár
2571;8107;Boba
2572;8108;Borgáta
2573;8109;Bögöte
2574;8110;Celldömölk
2575;8111;Duka
2576;8112;Egyházashetye
2577;8113;Hosszúpereszteg
2578;8115;Jánosháza
2579;8116;Karakó
2580;8117;Keléd
2581;8118;Kemeneskápolna
2582;8119;Kemenespálfa
2583;8120;Kissomlyó
2584;8121;Köcsk
2585;8122;Mesteri
2586;8123;Mikosszéplak
2587;8124;Nemeskeresztúr
2588;8125;Nemeskocs
2589;8126;Bejcgyertyános
2590;8127;Csehimindszent
2591;8128;Csipkerek
2592;8129;Egervölgy
2593;8130;Gérce
2594;8131;Káld
2595;8132;Nyőgér
2596;8133;Szemenye
2597;8134;Vashosszúfalu
2598;8135;Vásárosmiske
2599;8136;Andrásfa
2600;8137;Alsóújlak
2601;8138;Csehi
2602;8139;Csempeszkopács
2603;8140;Gersekarát
2604;8141;Rábatöttös
2605;8142;Gyanógeregye
2606;8143;Győrvár
2607;8144;Hegyhátszentpéter
2608;8145;Kám
2609;8147;Vasvár-Nagymákfa
2610;8148;Nagytilaj
2611;8149;Nemeskolta
2612;8150;Olaszfa
2613;8151;Oszkó
2614;8152;Pácsony
2615;8153;Petőmihályfa
2616;8154;Püspökmolnári
2617;8155;Rábahídvég
2618;8156;Rum
2619;8157;Sárfimizdó
2620;8158;Sorkifalud
2621;8159;Sorkikápolna
2622;8160;Telekes
2623;8161;Vasvár
2624;8162;Vasszécseny
2625;8163;Zsennye
2626;8164;Csákánydoroszló
2627;8165;Egyházashollós
2628;8167;Gasztony
2629;8168;Harasztifalu
2630;8170;Kemestaródfa
2631;8172;Magyarnádalja
2632;8173;Magyarszecsőd
2633;8174;Molnaszecsőd
2634;8175;Nemesrempehollós
2635;8176;Pinkamindszent
2636;8177;Vasalja
2637;8178;Daraboshegy
2638;8179;Döbörhegy
2639;8180;Döröske
2640;8181;Felsőmarác
2641;8182;Halastó
2642;8183;Halogy
2643;8184;Hegyháthodász
2644;8185;Hegyhátsál
2645;8186;Hegyhátszentmárton
2646;8187;Ivánc
2647;8188;Katafa
2648;8189;Nagymizdó
2649;8190;Nádasd
2650;8191;Őrimagyarósd
2651;8192;Szarvaskend
2652;8193;Szőce
2653;8194;Alsószölnök
2654;8195;Apátistvánfalva
2655;8196;Csörötnek
2656;8197;Szgotthárd-Farkasfa
2657;8198;Felsőszölnök
2658;8199;Szgotthárd-Jakabháza
2659;82;Katádfa
2660;8200;Kétvölgy
2661;8201;Kondorfa
2662;8202;Magyarlak
2663;8203;Szgotthárd-Má.újfalu
2664;8204;Nemesmedves
2665;8205;Orfalu
2666;8206;Szgotthárd-Rábafüzes
2667;8207;Rábagyarmat
2668;8208;Szgotthárd-R.tótfalu
2669;8209;Rátót
2670;8210;Rönök
2671;8211;Szakonyfalu
2672;8212;Szentgotthárd
2673;8213;Vasszentmihály
2674;8214;Bajánsenye
2675;8215;Felsőjánosfa
2676;8216;Hegyhátszentjakab
2677;8217;Ispánk
2678;8218;Kercaszomor
2679;8219;Kerkáskápolna
2680;8220;Kisrákos
2681;8221;Nagyrákos
2682;8222;Őriszentpéter
2683;8223;Pankasz
2684;8224;Szaknyér
2685;8225;Szalafő
2686;8226;Szatta
2687;8227;Viszák
2688;8229;Magyarszombatfa
2689;8230;Velemér
2690;8231;Tormásliget
2691;83;Kákics
2692;84;Kemse
2693;8400;Körmend
2694;8401;Sárvár
2695;8402;Szombathely
2696;8403;Uraiújfalu
2697;85;Kétújfalu
2698;8500;Bakonynána
2699;8501;Csetény
2700;8502;Dudar
2701;8503;Jásd
2702;8504;Olaszfalu
2703;8505;Szápár
2704;8506;Tés
2705;8507;Hajmáskér
2706;8508;Öskü
2707;8509;Várpalota
2708;8510;Bánd
2709;8511;Veszprém-Gyulafirátót
2710;8512;Hárskút
2711;8513;Veszprém-Kádárta
2712;8514;Lókút
2713;8515;Márkó
2714;8516;Nemesvámos
2715;8517;Veszprém
2716;8518;Borzavár
2717;8519;Nagyesztergár
2718;8520;Pénzesgyőr
2719;8521;Porva
2720;8522;Zirc
2721;8523;Herend
2722;8524;Kislőd
2723;8525;Szentgál
2724;8526;Tótvázsony
2725;8527;Városlőd
2726;8528;Ajka
2727;8529;Ajka-Ajkarendek
2728;8530;Halimba
2729;8531;Nagyvázsony
2730;8532;Öcs
2731;8533;Ajka-Padragkút
2732;8534;Pula
2733;8535;Úrkút
2734;8536;Alsóörs
2735;8537;Balatonalmádi
2736;8538;Balatonfőkajár
2737;8539;Balatonfűzfő
2738;8540;Balatonkenese
2739;8541;Balatonvilágos
2740;8542;Berhida
2741;8543;Csajág
2742;8544;Felsőörs
2743;8545;Királyszentistván
2744;8546;Küngös
2745;8547;Litér
2746;8548;Lovas
2747;8549;Ősi
2748;8550;Paloznak
2749;8551;Papkeszi
2750;8552;Sóly
2751;8553;Szentkirályszabadja
2752;8554;Vilonya
2753;8555;B.almádi-Vörösberény
2754;8556;Aszófő
2755;8557;Balatonakali
2756;8558;Balatonfüred
2757;8559;Balatonszőlős
2758;8560;Balatonudvari
2759;8561;Barnag
2760;8562;Csopak
2761;8563;Dörgicse
2762;8564;Hidegkút
2763;8566;Mencshely
2764;8567;Örvényes
2765;8568;Pécsely
2766;8569;Tihany
2767;8570;Vászoly
2768;8571;Veszprémfajsz
2769;8572;Vöröstó
2770;8573;Badacsonytomaj
2771;8574;Badacsonytördemic
2772;8575;Balatoncsicsó
2773;8576;Balatonhenye
2774;8578;Balatonszepezd
2775;8579;Tapolca-Diszel
2776;8580;Gyulakeszi
2777;8581;Hegyesd
2778;8582;Hegymagas
2779;8583;Kapolcs
2780;8584;Káptalantóti
2781;8585;Kékkút
2782;8586;Kisapáti
2783;8587;Kővágóörs
2784;8588;Köveskál
2785;8589;Mindszentkálla
2786;8590;Monostorapáti
2787;8591;Monoszló
2788;8592;Nemesgulács
2789;8593;Óbudavár
2790;8594;Raposka
2791;8595;Révfülöp
2792;8596;Salföld
2793;8597;Szentantalfa
2794;8598;Szentbékkálla
2795;8599;Szentjakabfa
2796;86;Királyegyháza
2797;8600;Szigliget
2798;8601;Tagyon
2799;8602;Tapolca
2800;8603;Vigántpetend
2801;8604;Zánka
2802;8605;Nyirád
2803;8606;Pusztamiske
2804;8607;Sáska
2805;8608;Szőc
2806;8609;Taliándörögd
2807;8610;Zalahaláp
2808;8611;Lesenceistvánd
2809;8612;Lesencetomaj
2810;8613;Sümeg
2811;8614;Balatonederics
2812;8617;Lesencefalu
2813;8618;Nemesvita
2814;8619;Uzsa
2815;8635;Bazsi
2816;8636;Csabrendek
2817;8637;Dabronc
2818;8639;Gógánfa
2819;8640;Gyepükaján
2820;8641;Hetyefő
2821;8642;Hosztót
2822;8645;Megyer
2823;8649;Rigács
2824;8651;Sümegprága
2825;8653;Szentimrefalva
2826;8654;Ukk
2827;8657;Zalaerdőd
2828;8658;Veszprémgalsa
2829;8659;Zalagyömörő
2830;8660;Zalameggyes
2831;8662;Zalaszegvár
2832;8663;Apácatorna
2833;8664;Bodorfa
2834;8665;Borszörcsök
2835;8666;Devecser
2836;8667;Doba
2837;8668;Iszkáz
2838;8669;Kamond
2839;8670;Karakószörcsök
2840;8671;Káptalanfa
2841;8672;Kerta
2842;8673;Kisberzseny
2843;8674;Kolontár
2844;8675;Nemeshany
2845;8676;Oroszi
2846;8677;Somlójenő
2847;8678;Somlószőlős
2848;8679;Somlóvásárhely
2849;8680;Tüskevár
2850;8682;Bakonyjákó
2851;8683;Ajka-Bakonygyepes
2852;8684;Csehbánya
2853;8685;Farkasgyepű
2854;8686;Ganna
2855;8687;Bakonyjákó-Iharkút
2856;8688;Magyarpolány
2857;8689;Németbánya
2858;8690;Bakonybél
2859;8691;Bakonyszücs
2860;8693;Ugod
2861;8695;Bakonyoszlop
2862;8697;Bakonyszentkirály
2863;8699;Bakonytamási
2864;8700;Csesznek
2865;8701;Gic
2866;8706;Adásztevel
2867;8707;Bakonykoppány
2868;8708;Béb
2869;8709;Csót
2870;8710;Homokbödöge
2871;8711;Nagytevel
2872;8712;Pápateszér
2873;8713;Adorjánháza
2874;8714;Bakonypölöske
2875;8716;Csögle
2876;8717;Dabrony
2877;8718;Dáka
2878;8719;Döbrönte
2879;8720;Pápa-Kéttornyúlak
2880;8721;Kiscsősz
2881;8722;Kispirit
2882;8723;Kisszőlős
2883;8724;Kup
2884;8725;Külsővat
2885;8726;Marcalgergelyi
2886;8727;Mihályháza
2887;8728;Nagyalásony
2888;8729;Nagypirit
2889;8730;Nemesszalók
2890;8731;Nóráp
2891;8732;Noszlop
2892;8733;Nyárád
2893;8734;Pápadereske
2894;8735;Pápakovácsi
2895;8736;Pápasalamon
2896;8737;Somlóvecse
2897;8738;Pápa-Tapolcafő
2898;8739;Vid
2899;8740;Vinár
2900;8741;Bakonyság
2901;8742;Bakonyszentiván
2902;8743;Békás
2903;8745;Egyházaskesző
2904;8746;Gecse
2905;8748;Kemeneshőgyész
2906;8749;Kemenesszentpéter
2907;8750;Lovászpatona
2908;8751;Magyargencs
2909;8752;Malomsok
2910;8753;Marcaltő
2911;8754;Mezőlak
2912;8755;Nagyacsád
2913;8756;Nagydém
2914;8757;Nagygyimót
2915;8758;Nemesgörzsöny
2916;8759;Pápa
2917;8761;Takácsi
2918;8762;Vanyola
2919;8763;Vaszar
2920;8764;Várkesző
2921;8765;Balatonrendes
2922;8766;Egeralja
2923;8767;Eplény
2924;8768;Pétfürdő
2925;88;Kistamási
2926;89;Markóc
2927;8900;Ábrahámhegy
2928;90;Marócsa
2929;9000;Csesztreg
2930;9001;Csöde
2931;9002;Kálócfa
2932;9003;Kerkafalva
2933;9004;Kerkakutas
2934;9005;Kozmadombja
2935;9006;Pórszombat
2936;9007;Pusztaapáti
2937;9008;Zalabaksa
2938;9009;Zalalövő
2939;9010;Alsószenterzsébet
2940;9011;Felsőszenterzsébet
2941;9012;Magyarföld
2942;9013;Márokföld
2943;9014;Nemesnép
2944;9015;Ramocsa
2945;9016;Szentgyörgyvölgy
2946;9017;Baglad
2947;9019;Belsősárd
2948;9020;Bödeháza
2949;9021;Csömödér
2950;9022;Gáborjánháza
2951;9023;Gosztola
2952;9024;Hernyék
2953;9025;Iklódbördőce
2954;9026;Kerkateskánd
2955;9027;Kissziget
2956;9028;Külsősárd
2957;9029;Lendvadedes
2958;9030;Lendvajakabfa
2959;9031;Lenti
2960;9034;Lovászi
2961;9036;Resznek
2962;9037;Rédics
2963;9038;Szijártóháza
2964;9039;Tornyiszentmiklós
2965;9040;Zalaszombatfa
2966;9041;Zebecke
2967;9042;Barlahida
2968;9043;Becsvölgye
2969;9044;Gombosszeg
2970;9045;Iborfia
2971;9046;Kerkabarabás
2972;9047;Kustánszeg
2973;9048;Lickóvadamos
2974;9049;Mikekarácsonyfa
2975;9050;Nova
2976;9051;Pálfiszeg
2977;9052;Petrikeresztúr
2978;9053;Szentkozmadombja
2979;9054;Szilvágy
2980;9055;Zalatárnok
2981;9056;Alibánfa
2982;9057;Alsónemesapáti
2983;9059;Babosdöbréte
2984;9060;Bagod
2985;9062;Bezeréd
2986;9063;Bocfölde
2987;9064;Boncodfölde
2988;9066;Böde
2989;9067;Búcsúszentlászló
2990;9069;Zalaszentgrót-Csáford
2991;9070;Csonkahegyhát
2992;9071;Dobronhegy
2993;9072;Dötk
2994;9074;Egervár
2995;9075;Lakhegy
2996;9076;Gellénháza
2997;9077;Gősfa
2998;9078;Gyűrűs
2999;9079;Hagyárosbörönd
3000;9080;Hottó
3001;9081;Kávás
3002;9082;Kemendollár
3003;9083;Keménfa
3004;9084;Kisbucsa
3005;9085;Kiskutas
3006;9086;Kispáli
3007;9087;Milejszeg
3008;9088;Misefa
3009;9089;Nagykapornak
3010;9090;Nagykutas
3011;9091;Nagylengyel
3012;9092;Nagypáli
3013;9093;Nemesapáti
3014;9094;Nemeshetés
3015;9095;Nemessándorháza
3016;9096;Németfalu
3017;9097;Orbányosfa
3018;9098;Ormándlak
3019;9099;Ozmánbük
3020;91;Merenye
3021;9100;Pakod
3022;9101;Pethőhenye
3023;9102;Pókaszepetk
3024;9103;Salomvár
3025;9106;Teskánd
3026;9107;Vasboldogasszony
3027;9108;Vaspör
3028;9109;Vöckönd
3029;9110;Zalabér
3030;9111;Zalaboldogfa
3031;9112;Zalacséb
3032;9114;Zalaháshágy
3033;9115;Zalaistvánd
3034;9116;Zalaszentgyörgy
3035;9117;Zalaszentiván
3036;9118;Zalaszentlőrinc
3037;9119;Almásháza
3038;9120;Batyk
3039;9121;Bókaháza
3040;9122;Gétye
3041;9124;Kallósd
3042;9125;Kehidakustány
3043;9127;Ligetfalva
3044;9128;Pacsa
3045;9129;Padár
3046;9130;Nemesrádó
3047;9131;Sénye
3048;9132;Szentpéterúr
3049;9133;Tekenye
3050;9134;Tilaj
3051;9135;Türje
3052;9136;Zalaapáti
3053;9137;Zalacsány
3054;9138;Zalaigrice
3055;9139;Zalaszentgrót-Zalakoppány
3056;9140;Zalaszentgrót
3057;9141;Zalaszentlászló
3058;9142;Zalaszentmihály
3059;9143;Zalaszentgrót-Zalaudvarnok
3060;9144;Zalavég
3061;9145;Bak
3062;9146;Baktüttös
3063;9147;Csatár
3064;9148;Hahót
3065;9149;Nemesszentandrás
3066;9150;Pölöske
3067;9151;Pusztaszentlászló
3068;9152;Sárhida
3069;9153;Söjtör
3070;9154;Tófej
3071;9155;Bánokszentgyörgy
3072;9156;Becsehely
3073;9157;Borsfa
3074;9158;Börzönce
3075;9159;Bucsuta
3076;9160;Oltárc
3077;9161;Pusztamagyaród
3078;9162;Szentliszló
3079;9163;Valkonya
3080;9164;Zalaszentbalázs
3081;9165;Csertalakos
3082;9167;Gutorfölde
3083;9168;Kányavár
3084;9169;Lasztonya
3085;9170;Lispeszentadorján
3086;9172;Ortaháza
3087;9173;Páka
3088;9174;Pördefölde
3089;9175;Pusztaederics
3090;9176;Szentpéterfölde
3091;9177;Várfölde
3092;9178;Bázakerettye
3093;9179;Csörnyeföld
3094;9180;Dobri
3095;9181;Kerkaszentkirály
3096;9182;Kiscsehi
3097;9183;Kistolmács
3098;9184;Letenye
3099;9185;Maróc
3100;9186;Murarátka
3101;9187;Muraszemenye
3102;9188;Szentmargitfalva
3103;9189;Szécsisziget
3104;9190;Tormafölde
3105;9191;Tótszentmárton
3106;9192;Tótszerdahely
3107;9193;Zajk
3108;9194;Alsórajk
3109;9195;Bocska
3110;9196;Dióskál
3111;9197;Eszteregnye
3112;9198;Felsőrajk
3113;9199;Fűzvölgy
3114;92;Molvány
3115;9200;Gelse
3116;9201;Gelsesziget
3117;9202;Homokkomárom
3118;9203;Hosszúvölgy
3119;9204;Kacorlak
3120;9205;Kerecseny
3121;9206;Kilimán
3122;9207;Magyarszentmiklós
3123;9208;Magyarszerdahely
3124;9209;Nagykanizsa
3125;9210;Petrivente
3126;9211;Pölöskefő
3127;9212;Pötréte
3128;9213;Rigyác
3129;9214;Sormás
3130;9215;Újudvar
3131;9216;Nagykanizsa-Bagola
3132;9217;Nagykanizsa-Bajcsa
3133;9218;Belezna
3134;9219;Fityeház
3135;9220;Liszó
3136;9221;Miháld
3137;9222;Nagykanizsa-Miklósfa
3138;9223;Molnári
3139;9224;Murakeresztúr
3140;9225;Nagyrécse
3141;9226;Nemespátró
3142;9227;Sand
3143;9228;Semjénháza
3144;9229;Surd
3145;9230;Szepetnek
3146;9231;Balatonmagyaród
3147;9232;Csapi
3148;9233;Egeraracsa
3149;9234;Esztergályhorváti
3150;9235;Galambok
3151;9236;Garabonc
3152;9238;Kisrécse
3153;9239;Zalakomár
3154;9240;Nagybakónak
3155;9241;Nagyrada
3156;9242;Orosztony
3157;9243;Pat
3158;9244;Zalakaros
3159;9245;Zalamerenye
3160;9246;Zalasárszeg
3161;9247;Zalaszabar
3162;9248;Zalaszentjakab
3163;9249;Zalaszentmárton
3164;9250;Zalaújlak
3165;9400;Zalaegerszeg
3166;9401;Balatongyörök
3167;9402;Gyenesdiás
3168;9403;Rezi
3169;9404;Vállus
3170;9405;Várvölgy
3171;9406;Vonyarcvashegy
3172;9407;Alsópáhok
3173;9408;Cserszegtomaj
3174;9409;Felsőpáhok
3175;9410;Hévíz
3176;9411;Karmacs
3177;9412;Keszthely
3178;9413;Nemesbük
3179;9414;Sármellék
3180;9415;Szentgyörgyvár
3181;9416;Vindornyafok
3182;9417;Zalaköveskút
3183;9418;Zalavár
3184;9419;Döbröce
3185;9420;Kisgörbő
3186;9421;Kisvásárhely
3187;9422;Mihályfa
3188;9423;Nagygörbő
3189;9424;Óhíd
3190;9425;Sümegcsehi
3191;9426;Szalapa
3192;9427;Vindornyalak
3193;9428;Vindornyaszőlős
3194;9429;Zalaszántó
3195;95;Nemeske
3196;9501;Budapest_I.
3197;9502;Budapest_II.
3198;9503;Budapest_III.
3199;9504;Budapest_IV.
3200;9505;Budapest_V.
3201;9506;Budapest_VI.
3202;9507;Budapest_VII.
3203;9508;Budapest_VIII.
3204;9509;Budapest_IX.
3205;9510;Budapest_X.
3206;9511;Budapest_XI.
3207;9512;Budapest_XII.
3208;9513;Budapest_XIII.
3209;9514;Budapest_XIV.
3210;9515;Budapest_XV.
3211;9516;Budapest_XVI.
3212;9517;Budapest_XVII.
3213;9518;Budapest_XVIII.
3214;9519;Budapest_XIX.
3215;9520;Budapest_XX.
3216;9521;Budapest_XXI.
3217;9522;Budapest_XXII.
3218;9523;Budapest_XXIII.
3219;97;Pettend
3220;99;Rózsafa
